ImageId,PredictedLabel,Confidence
344,8,1.0
345,6,0.9999995
346,0,1.0
347,6,0.9995497
348,5,0.9999933
349,2,0.9999391
350,2,0.9999796
351,6,1.0
352,7,1.0
353,7,1.0
354,2,0.9999976
355,5,0.9997974
356,8,1.0
357,3,0.99988544
358,9,0.99999964
359,2,1.0
360,7,0.9999858
361,8,0.9999995
362,6,1.0
363,3,1.0
364,8,0.99999905
365,4,0.9928489
366,2,0.9999938
367,3,1.0
368,8,0.9999987
369,1,1.0
370,6,1.0
371,4,0.99999964
372,8,0.99999857
373,7,0.99999964
374,9,0.99998665
375,7,1.0
376,6,1.0
377,9,0.99999964
378,5,1.0
379,3,1.0
380,7,0.99999833
381,6,1.0
382,5,1.0
383,5,1.0
384,4,0.89642185
385,2,0.9999982
386,6,1.0
387,2,0.9999976
388,1,0.9999974
389,3,0.9999993
390,7,0.99996066
391,1,1.0
392,7,1.0
393,9,0.9999974
394,9,1.0
395,6,1.0
396,1,0.99999905
397,1,1.0
398,1,1.0
399,7,1.0
400,3,1.0
401,9,1.0
402,7,0.99999964
403,6,1.0
404,1,0.9999999
405,1,1.0
406,1,1.0
407,9,1.0
408,3,0.99999976
409,8,0.99739957
410,5,0.66364574
411,5,0.99999857
412,0,0.9999957
413,4,1.0
414,1,0.99999976
415,2,0.9999813
416,3,1.0
417,1,1.0
418,1,1.0
419,3,1.0
420,5,0.9999968
421,9,0.9999999
422,6,0.99999857
423,6,0.9999999
424,5,0.999158
425,3,1.0
426,1,1.0
427,4,0.9999999
428,7,1.0
429,4,0.9931399
430,7,0.99983454
431,4,1.0
432,8,1.0
433,5,0.99983954
434,2,1.0
435,6,0.9935229
436,1,1.0
437,3,0.9999993
438,9,1.0
439,5,1.0
440,0,0.9999912
441,8,1.0
442,4,1.0
443,7,1.0
444,4,1.0
445,4,0.9999397
446,4,1.0
447,1,0.99985254
448,5,0.9999999
449,3,1.0
450,9,0.9999976
451,9,0.6825109
452,7,0.99999976
453,6,1.0
454,9,0.9999993
455,5,0.9999441
456,9,1.0
457,2,0.99984753
458,3,1.0
459,5,0.9999778
460,6,0.9999912
461,1,0.8229426
462,7,1.0
463,5,1.0
464,0,0.9998926
465,5,0.9999702
466,1,1.0
467,7,1.0
468,4,0.9999907
469,4,1.0
470,1,0.9999999
471,1,1.0
472,4,1.0
473,9,0.9999981
474,5,0.9999956
475,6,0.99999845
476,0,0.9999862
477,1,0.99750346
478,3,1.0
479,1,0.99999976
480,0,0.9999999
481,4,1.0
482,8,0.9999968
483,1,0.9999995
484,2,1.0
485,7,0.99987924
486,9,1.0
487,4,0.99999964
488,8,0.9912493
489,3,1.0
490,7,0.9999999
491,7,1.0
492,4,0.99999976
493,2,1.0
494,4,1.0
495,6,0.9996407
496,7,0.99999905
497,6,0.9999671
498,3,1.0
499,2,0.9999999
500,0,0.9999999
501,6,0.9999969
502,5,0.9999405
503,9,0.99982786
504,4,1.0
505,1,0.9999974
506,8,0.9999974
507,3,1.0
508,3,0.9999881
509,0,0.9999968
510,2,0.98881
511,7,1.0
512,5,0.9328024
513,8,1.0
514,7,0.9999999
515,5,0.9999949
516,3,1.0
517,5,0.9999434
518,7,1.0
519,4,0.99954176
520,3,1.0
521,6,0.9999988
522,9,1.0
523,0,0.9999999
524,7,0.9999999
525,7,0.99999785
526,1,1.0
527,0,1.0
528,1,1.0
529,1,1.0
530,7,1.0
531,0,1.0
532,5,0.9999999
533,3,0.9999999
534,8,1.0
535,3,0.9998487
536,5,1.0
537,6,0.9999994
538,5,1.0
539,4,0.8274221
540,3,1.0
541,0,0.9998412
542,2,1.0
543,8,1.0
544,2,1.0
545,0,0.9999982
546,3,0.9998029
547,0,0.9999999
548,9,0.9999976
549,2,1.0
550,1,1.0
551,1,0.99999976
552,3,1.0
553,0,1.0
554,5,0.99998534
555,0,0.61969364
556,0,1.0
557,7,1.0
558,5,1.0
559,6,0.99999964
560,2,1.0
561,0,0.999997
562,3,1.0
563,8,1.0
564,1,1.0
565,6,0.9999993
566,5,0.99999964
567,4,0.9999988
568,1,1.0
569,1,0.99994826
570,4,0.61120576
571,6,0.99917054
572,5,1.0
573,3,0.9999999
574,6,0.9999919
575,0,0.9999677
576,4,0.99999857
577,8,1.0
578,2,1.0
579,4,1.0
580,2,0.99790716
581,5,1.0
582,1,0.9999994
583,7,0.9999851
584,6,1.0
585,9,0.9999956
586,1,0.9999995
587,7,0.9999993
588,3,0.9999964
589,8,1.0
590,0,0.9999609
591,8,1.0
592,8,1.0
593,4,0.9999987
594,5,1.0
595,3,0.99982774
596,6,1.0
597,6,1.0
598,6,1.0
599,0,1.0
600,3,0.9999999
601,5,0.9999994
602,1,1.0
603,7,0.99999976
604,1,0.99999666
605,6,0.99982953
606,2,1.0
607,8,1.0
608,5,1.0
609,6,0.99999976
610,4,0.99999034
611,7,0.99999964
612,4,0.99999785
613,3,1.0
614,3,1.0
615,2,0.9999994
616,4,0.99999976
617,7,1.0
618,0,0.99999774
619,0,1.0
620,9,1.0
621,8,1.0
622,5,0.9999949
623,9,1.0
624,4,0.9999995
625,0,0.9999995
626,8,1.0
627,8,0.6163837
628,3,0.99605954
629,6,1.0
630,2,0.9999927
631,6,1.0
632,1,1.0
633,8,1.0
634,6,1.0
635,1,1.0
636,4,1.0
637,7,1.0
638,7,1.0
639,8,1.0
640,3,1.0
641,0,0.54702985
642,9,0.99935967
643,9,1.0
644,6,0.9999931
645,7,0.99999964
646,7,0.80084616
647,4,0.99999917
648,4,0.97420055
649,1,1.0
650,8,0.9999995
651,4,0.9999976
652,8,0.9959596
653,0,0.99997735
654,2,0.9991755
655,8,1.0
656,2,0.99999225
657,4,1.0
658,3,1.0
659,3,1.0
660,7,1.0
661,2,1.0
662,3,1.0
663,4,1.0
664,0,1.0
665,4,0.99997914
666,8,0.99996614
667,1,1.0
668,3,1.0
669,3,0.9987839
670,6,1.0
671,3,0.99999547
672,9,0.99999964
673,4,1.0
674,3,1.0
675,8,0.9999473
676,7,1.0
677,3,0.59425104
678,2,0.9998466
679,6,1.0
680,0,1.0
681,6,1.0
682,9,1.0
683,8,0.9999987
684,8,0.6795503
685,1,0.99999976
686,3,1.0
687,4,1.0
688,6,1.0
689,9,0.99982375
690,9,0.9991198
691,2,1.0
692,6,1.0
693,0,0.99999976
694,1,1.0
695,8,1.0
696,4,1.0
697,3,1.0
698,9,0.9999993
699,8,1.0
700,8,1.0
701,4,1.0
702,0,0.9999535
703,5,0.98094124
704,0,0.9999993
705,6,1.0
706,0,0.9999993
707,4,0.9971445
708,4,0.99999976
709,6,1.0
710,5,0.9968636
711,1,0.9992279
712,8,0.99999654
713,1,1.0
714,5,1.0
715,3,0.99965584
716,6,1.0
717,2,1.0
718,3,1.0
719,7,0.9999994
720,8,0.9999999
721,9,0.99999857
722,3,1.0
723,1,0.9999856
724,0,1.0
725,1,1.0
726,0,0.9996125
727,6,1.0
728,4,1.0
729,7,0.99999595
730,5,0.9999994
731,7,1.0
732,1,1.0
733,3,1.0
734,2,0.9999999
735,7,0.9999919
736,7,1.0
737,1,1.0
738,5,0.9993912
739,1,1.0
740,5,0.99999595
741,4,0.999998
742,4,1.0
743,3,1.0
744,4,0.99997604
745,3,0.99999976
746,9,0.99999166
747,0,0.99999106
748,7,1.0
749,8,0.9999858
750,6,1.0
751,4,0.9999999
752,9,1.0
753,4,1.0
754,4,0.99999976
755,1,0.99833244
756,4,1.0
757,7,1.0
758,1,1.0
759,1,0.99999964
760,8,0.6403783
761,7,0.8106654
762,0,0.99999547
763,4,0.999967
764,0,0.999998
765,4,1.0
766,0,1.0
767,0,0.999992
768,5,0.9999876
769,1,1.0
770,8,1.0
771,6,1.0
772,5,1.0
773,0,1.0
774,1,1.0
775,5,0.9862103
776,3,1.0
777,4,1.0
778,6,1.0
779,3,1.0
780,1,0.9999995
781,1,0.9999963
782,6,1.0
783,9,0.999811
784,8,1.0
785,3,0.9999999
786,5,1.0
787,5,0.9999999
788,4,0.99993455
789,8,0.9998828
790,8,0.601212
791,5,0.99999976
792,0,0.9999845
793,4,0.9998404
794,0,1.0
795,4,0.99999905
796,3,1.0
797,1,1.0
798,6,0.99999917
799,9,0.9999999
800,7,0.7774928
801,1,0.99999976
802,1,1.0
803,3,1.0
804,3,1.0
805,1,1.0
806,4,0.9999999
807,9,0.9998555
808,6,1.0
809,9,0.9998129
810,1,1.0
811,5,0.99999964
812,4,0.999899
813,2,0.99999845
814,3,1.0
815,2,0.9997414
816,4,0.9999999
817,0,0.99999976
818,9,0.99998295
819,7,1.0
820,4,0.9999615
821,3,1.0
822,0,0.9999999
823,5,0.99951744
824,0,1.0
825,1,0.999997
826,9,0.9999037
827,0,0.9999999
828,4,1.0
829,5,0.9999987
830,2,0.99999964
831,8,1.0
832,8,0.85190535
833,5,1.0
834,9,0.9999989
835,3,1.0
836,9,0.9999999
837,6,1.0
838,1,1.0
839,5,0.9999925
840,5,0.9961026
841,1,0.99998367
842,9,1.0
843,0,1.0
844,8,1.0
845,2,0.55085987
846,6,1.0
847,7,1.0
848,2,1.0
849,8,0.9999999
850,5,1.0
851,8,1.0
852,9,1.0
853,7,0.99999917
854,7,0.9999999
855,2,1.0
856,8,0.9999149
857,1,0.99999976
858,3,1.0
859,4,0.9999999
860,5,0.9999963
861,0,0.99999964
862,4,0.9999912
863,1,0.99999976
864,4,1.0
865,2,1.0
866,3,1.0
867,6,0.9999999
868,9,0.9999963
869,2,0.9999999
870,3,1.0
871,4,0.99997795
872,5,0.9999999
873,4,0.99999964
874,2,0.99999964
875,3,0.9512535
876,3,0.99997425
877,1,1.0
878,1,1.0
879,0,1.0
880,1,1.0
881,4,1.0
882,9,0.9999529
883,1,0.9999993
884,1,0.9999933
885,2,1.0
886,7,0.9999999
887,1,1.0
888,5,1.0
889,4,0.9998902
890,9,0.9999995
891,1,1.0
892,7,0.9999988
893,6,1.0
894,0,1.0
895,4,1.0
896,2,0.99999607
897,9,0.99999976
898,4,0.5446936
899,1,0.99996245
900,1,1.0
901,5,0.9996979
902,3,0.9999999
903,5,1.0
904,7,0.99999976
905,9,0.87159294
906,7,0.99999535
907,8,0.99999905
908,3,1.0
909,2,1.0
910,7,1.0
911,2,0.99999976
912,0,0.99999297
913,4,0.9560251
914,7,0.99999964
915,1,0.9999976
916,6,0.9999988
917,4,1.0
918,6,0.99998724
919,1,1.0
920,5,0.82355106
921,7,0.9999999
922,3,1.0
923,5,0.9999999
924,9,0.9998258
925,4,1.0
926,7,0.9999982
927,9,0.99999964
928,6,0.99999976
929,6,1.0
930,3,1.0
931,3,1.0
932,2,1.0
933,1,1.0
934,4,1.0
935,5,0.99999905
936,3,0.9999999
937,7,0.9999999
938,7,1.0
939,9,0.99999976
940,5,1.0
941,6,1.0
942,2,0.8777845
943,6,1.0
944,1,1.0
945,0,1.0
946,9,1.0
947,3,1.0
948,2,1.0
949,9,0.9999944
950,2,1.0
951,6,1.0
952,7,1.0
953,5,1.0
954,2,1.0
955,3,1.0
956,2,0.9999999
957,8,0.9998503
958,3,1.0
959,0,0.99993956
960,2,1.0
961,7,0.99999976
962,9,0.9999001
963,4,1.0
964,0,0.9999999
965,9,0.9998393
966,5,0.99958545
967,1,1.0
968,8,1.0
969,8,0.9999981
970,5,1.0
971,3,1.0
972,2,0.99999964
973,9,0.99999976
974,6,1.0
975,7,0.9999931
976,0,0.9999882
977,8,1.0
978,0,0.9999925
979,7,1.0
980,4,1.0
981,5,0.99323434
982,8,1.0
983,7,1.0
984,9,0.9999963
985,7,1.0
986,7,1.0
987,0,0.9999902
988,5,1.0
989,3,0.9999981
990,2,0.99999964
991,1,1.0
992,9,0.99999964
993,0,0.9997043
994,6,1.0
995,8,1.0
996,3,0.99999833
997,6,1.0
998,2,1.0
999,2,1.0
1000,9,0.9999999
1001,0,0.9999844
1002,7,0.99999857
1003,0,1.0
1004,7,0.9999999
1005,1,1.0
1006,3,1.0
1007,4,1.0
1008,6,1.0
1009,3,0.9999999
1010,9,0.9999995
1011,2,1.0
1012,6,0.99999774
1013,3,0.9998957
1014,7,0.99998903
1015,3,1.0
1016,7,0.9999999
1017,2,1.0
1018,3,1.0
1019,4,0.9999968
1020,9,0.99981064
1021,5,0.9999994
1022,9,0.9991441
1023,9,0.99935514
1024,6,0.9999999
1025,2,1.0
1026,6,0.99999785
1027,1,1.0
1028,5,1.0
1029,5,0.9998548
1030,1,0.99999976
1031,9,0.99999607
1032,1,1.0
1033,8,1.0
1034,9,0.99997556
1035,4,1.0
1036,5,0.9999889
1037,9,0.9994338
1038,5,0.9999999
1039,2,1.0
1040,0,1.0
1041,1,1.0
1042,6,1.0
1043,1,1.0
1044,9,1.0
1045,2,0.999936
1046,2,0.9999999
1047,7,0.9999653
1048,7,1.0
1049,6,0.99991035
1050,6,1.0
1051,2,1.0
1052,6,1.0
1053,3,0.9999989
1054,5,0.99999976
1055,9,0.9999994
1056,1,0.9999999
1057,1,1.0
1058,3,1.0
1059,6,0.9999995
1060,3,0.9968346
1061,0,0.99999964
1062,0,0.9999999
1063,6,1.0
1064,0,1.0
1065,9,0.9999999
1066,4,0.9999999
1067,7,0.99999964
1068,0,0.9999999
1069,5,1.0
1070,9,0.99999857
1071,0,0.9999896
1072,8,0.9999999
1073,7,0.9999968
1074,6,1.0
1075,9,0.9995447
1076,2,1.0
1077,6,0.99998987
1078,1,1.0
1079,2,1.0
1080,9,1.0
1081,3,0.9999999
1082,0,0.9999949
1083,2,0.99999964
1084,3,0.99984825
1085,7,1.0
1086,7,0.9999981
1087,6,1.0
1088,6,0.99999
1089,3,1.0
1090,1,1.0
1091,3,1.0
1092,1,0.9999964
1093,0,1.0
1094,1,0.9999999
1095,7,1.0
1096,6,1.0
1097,3,0.9999995
1098,3,1.0
1099,3,0.9982262
1100,3,1.0
1101,4,0.9999789
1102,2,1.0
1103,9,1.0
1104,1,1.0
1105,8,0.99999976
1106,2,1.0
1107,0,1.0
1108,6,0.99999976
1109,4,1.0
1110,6,0.9999999
1111,7,1.0
1112,2,1.0
1113,4,0.9998554
1114,1,1.0
1115,0,1.0
1116,5,0.99997854
1117,2,1.0
1118,6,1.0
1119,4,0.9993911
1120,9,0.9999372
1121,8,1.0
1122,5,0.9999999
1123,4,0.9999951
1124,1,1.0
1125,6,1.0
1126,3,1.0
1127,9,0.9313815
1128,6,1.0
1129,1,0.9999999
1130,2,1.0
1131,0,0.9999871
1132,8,0.9998585
1133,8,1.0
1134,0,0.99999726
1135,3,1.0
1136,6,0.9999933
1137,8,1.0
1138,7,0.9999783
1139,7,0.9634075
1140,7,1.0
1141,6,0.9999931
1142,0,0.9999974
1143,2,0.9999994
1144,1,0.99999976
1145,2,1.0
1146,8,0.9999999
1147,4,1.0
1148,5,0.9999994
1149,5,0.9999994
1150,3,1.0
1151,8,0.7859425
1152,7,1.0
1153,8,0.9999521
1154,4,1.0
1155,7,0.99999976
1156,4,0.99999976
1157,4,0.99995863
1158,1,1.0
1159,8,0.9999852
1160,0,0.99923885
1161,9,1.0
1162,1,1.0
1163,9,0.99898297
1164,0,1.0
1165,6,1.0
1166,4,1.0
1167,1,0.99999785
1168,2,0.9999974
1169,4,1.0
1170,5,0.9999995
1171,8,0.99999976
1172,2,1.0
1173,9,0.99908316
1174,1,1.0
1175,8,1.0
1176,2,0.99999976
1177,2,0.99957544
1178,7,0.99999964
1179,2,1.0
1180,5,0.9999993
1181,3,1.0
1182,8,0.9999999
1183,9,0.9999999
1184,4,0.9686838
1185,0,0.9999224
1186,7,1.0
1187,0,1.0
1188,3,1.0
1189,5,0.999705
1190,9,0.9999999
1191,7,0.99999976
1192,3,0.99998784
1193,3,1.0
1194,8,1.0
1195,8,0.9999995
1196,9,0.99495405
1197,3,1.0
1198,2,0.9999999
1199,5,0.99999976
1200,4,1.0
1201,4,0.99999917
1202,8,0.9999999
1203,3,0.99999905
1204,0,0.9998369
1205,1,1.0
1206,7,0.99999976
1207,9,0.99999964
1208,6,1.0
1209,4,0.9999999
1210,0,0.9999982
1211,4,0.99999976
1212,7,0.9969457
1213,8,0.9999989
1214,4,1.0
1215,5,0.9999896
1216,9,0.9999858
1217,6,0.99955386
1218,7,0.9999608
1219,8,0.99992526
1220,2,1.0
1221,0,0.9960542
1222,0,0.99999714
1223,5,1.0
1224,0,0.9999895
1225,5,0.9999999
1226,9,0.9999994
1227,9,0.9998354
1228,9,1.0
1229,9,0.9999988
1230,5,1.0
1231,4,1.0
1232,3,1.0
1233,7,0.99999964
1234,5,0.99999905
1235,4,1.0
1236,1,0.990292
1237,9,0.99999964
1238,5,0.99929726
1239,4,0.9999999
1240,9,1.0
1241,9,0.999995
1242,5,0.99756974
1243,7,1.0
1244,8,0.9999995
1245,2,0.99750155
1246,4,1.0
1247,7,0.9999715
1248,4,0.99996066
1249,3,0.9999999
1250,8,0.9856597
1251,6,1.0
1252,6,1.0
1253,0,0.99999976
1254,4,0.9999981
1255,5,0.9999441
1256,5,0.99997807
1257,7,1.0
1258,6,1.0
1259,5,0.999997
1260,5,0.9965815
1261,1,0.9999995
1262,9,0.8126938
1263,4,1.0
1264,2,0.99999654
1265,2,0.9995596
1266,1,0.9298706
1267,9,0.9999963
1268,9,0.99977964
1269,8,1.0
1270,1,1.0
1271,1,0.9999999
1272,8,0.9816341
1273,1,1.0
1274,0,0.9999827
1275,0,0.9999999
1276,4,1.0
1277,0,1.0
1278,2,0.9964044
1279,7,0.99990106
1280,6,0.9999999
1281,1,1.0
1282,4,0.9999999
1283,7,1.0
1284,0,1.0
1285,7,1.0
1286,1,1.0
1287,0,1.0
1288,3,0.99994326
1289,3,0.9999254
1290,1,1.0
1291,9,0.9999995
1292,8,1.0
1293,4,0.9999968
1294,6,0.99996614
1295,5,0.99996686
1296,9,0.9999981
1297,8,0.9999999
1298,6,1.0
1299,3,0.9999999
1300,6,1.0
1301,6,0.9864391
1302,6,0.9999951
1303,1,1.0
1304,1,1.0
1305,4,0.99939704
1306,0,1.0
1307,7,1.0
1308,8,0.82838994
1309,0,0.99999964
1310,4,0.9999995
1311,6,0.99999905
1312,7,1.0
1313,9,0.9937611
1314,5,0.9999995
1315,9,0.99999976
1316,6,1.0
1317,2,1.0
1318,4,1.0
1319,7,1.0
1320,5,1.0
1321,9,1.0
1322,8,0.9999999
1323,5,0.9999473
1324,1,0.99999964
1325,8,1.0
1326,0,1.0
1327,3,0.9999746
1328,6,1.0
1329,8,0.98389846
1330,1,1.0
1331,3,1.0
1332,6,0.745942
1333,3,1.0
1334,1,0.9999999
1335,9,0.99999976
1336,1,1.0
1337,4,1.0
1338,5,1.0
1339,8,0.9999999
1340,2,1.0
1341,2,0.999749
1342,9,0.99999905
1343,1,1.0
1344,3,1.0
1345,3,1.0
1346,0,1.0
1347,5,0.9999833
1348,6,1.0
1349,1,1.0
1350,8,0.99998534
1351,3,1.0
1352,6,0.99999917
1353,7,1.0
1354,2,1.0
1355,3,1.0
1356,2,1.0
1357,9,0.99999976
1358,2,0.99999714
1359,1,0.99999976
1360,5,1.0
1361,9,0.99999976
1362,8,1.0
1363,7,0.9999999
1364,3,1.0
1365,8,1.0
1366,4,0.99999976
1367,5,0.99153906
1368,8,0.9999999
1369,2,1.0
1370,1,1.0
1371,6,0.9999995
1372,7,1.0
1373,6,1.0
1374,1,1.0
1375,1,1.0
1376,0,0.99999845
1377,5,0.9999814
1378,0,1.0
1379,9,0.9999999
1380,1,0.99999785
1381,7,0.99999774
1382,4,1.0
1383,0,1.0
1384,8,0.999984
1385,7,1.0
1386,5,0.99923813
1387,9,0.9999981
1388,8,0.99999976
1389,8,0.9999999
1390,7,0.99947256
1391,5,0.9999862
1392,4,0.98187536
1393,3,0.9999994
1394,7,0.99999964
1395,9,0.98108727
1396,4,0.9999995
1397,7,0.9999945
1398,2,1.0
1399,7,0.9999931
1400,4,1.0
1401,1,1.0
1402,5,1.0
1403,9,0.84451467
1404,2,0.9999999
1405,3,1.0
1406,5,0.999997
1407,9,0.53410864
1408,8,1.0
1409,4,1.0
1410,5,0.99999976
1411,9,1.0
1412,1,0.99904627
1413,5,0.99999726
1414,1,1.0
1415,1,0.6965251
1416,3,1.0
1417,7,1.0
1418,5,0.9999521
1419,1,1.0
1420,7,1.0
1421,9,0.9999938
1422,2,1.0
1423,3,0.99897146
1424,6,0.9999999
1425,8,1.0
1426,8,1.0
1427,5,1.0
1428,0,1.0
1429,8,1.0
1430,8,0.9999857
1431,4,0.9999989
1432,7,1.0
1433,1,1.0
1434,9,1.0
1435,6,1.0
1436,8,0.9999695
1437,9,0.99999857
1438,4,0.99999976
1439,9,0.99999976
1440,9,0.9999989
1441,6,1.0
1442,3,0.99999976
1443,2,1.0
1444,7,0.9998406
1445,4,0.9993616
1446,8,1.0
1447,0,1.0
1448,4,0.99999964
1449,9,0.9999738
1450,0,0.99999917
1451,8,1.0
1452,8,0.9999918
1453,7,0.99999964
1454,0,1.0
1455,9,1.0
1456,0,0.99999475
1457,8,0.9977767
1458,7,0.9999889
1459,0,0.9999999
1460,8,1.0
1461,5,0.99996996
1462,3,0.9999976
1463,3,1.0
1464,6,0.99999416
1465,2,1.0
1466,5,0.99999964
1467,3,1.0
1468,1,1.0
1469,3,0.8773142
1470,3,0.9999918
1471,1,1.0
1472,0,0.99999666
1473,6,0.9999999
1474,5,1.0
1475,9,1.0
1476,3,1.0
1477,2,0.99999976
1478,9,0.9999956
1479,4,0.9999999
1480,8,1.0
1481,8,1.0
1482,7,0.9999999
1483,6,0.9999999
1484,4,1.0
1485,4,1.0
1486,0,1.0
1487,7,1.0
1488,5,0.99940956
